title,user_id,genre,tags
"Scooby-Doo! and the Samurai Sword (2009)","89","Animation|Children|Comedy",NULL
"Scooby-Doo! Curse of the Lake Monster (2010)","89","Adventure|Children|Comedy|Mystery",NULL
"Siam Sunset (1999)","89","Comedy",NULL
"Snow Dogs (2002)","89","Adventure|Children|Comedy",NULL
"Snowflake, the White Gorilla (2011)","89","Adventure|Animation|Children|Comedy",NULL
"Spellbound (2011)","89","Comedy|Romance",NULL
"Stitch! The Movie (2003)","89","Animation|Children|Comedy",NULL
"Stuart Little 2 (2002)","89","Children|Comedy",NULL
"Stuart Little 3: Call of the Wild (2005)","89","Animation|Children|Comedy|Fantasy",NULL
"Sun Alley (Sonnenallee) (1999)","89","Comedy|Romance",NULL
"Tales of Manhattan (1942)","89","Comedy|Drama",NULL
"Tenchi Muyô! In Love (1996)","89","Animation|Comedy",NULL
"Terri (2011)","89","Comedy",NULL
"The Editor (2015)","89","Comedy|Horror|Mystery",NULL
"The Eye: Infinity (2005)","89","Horror",NULL
"The Fox and the Hound 2 (2006)","89","Adventure|Animation|Children|Comedy",NULL
"The Lego Movie (2014)","89","Action|Adventure|Animation|Children|Comedy|Fantasy","cheeky, clever, colorful, feel-good, fun, imaginative, quirky"
"The Love Bug (1997)","89","Adventure|Children|Comedy|Fantasy",NULL
"Tom and Jerry: A Nutcracker Tale (2007)","89","Animation|Comedy",NULL
"Tom and Jerry: Shiver Me Whiskers (2006)","89","Animation|Children|Comedy",NULL
"Trinity and Sartana Are Coming (1972)","89","Comedy|Western",NULL
"Tuxedo, The (2002)","89","Action|Comedy",NULL
"Ugly Duckling and Me!, The (2006)","89","Animation|Comedy",NULL
"Unicorn City (2012)","89","Comedy|Romance",NULL
"Valet, The (La doublure) (2006)","89","Comedy",NULL
"Watching the Detectives (2007)","89","Comedy|Romance",NULL
"What Love Is (2007)","89","Comedy|Romance",NULL
"Willy/Milly (1986)","89","Comedy|Fantasy",NULL
"World of Glory (1991)","89","Comedy",NULL
"Angels and Insects (1995)","90","Drama|Romance",NULL
"Anne Frank Remembered (1995)","90","Documentary","Holocaust"
"Antonia's Line (Antonia) (1995)","90","Comedy|Drama",NULL
"Everyone Says I Love You (1996)","90","Comedy|Musical|Romance",NULL
"Fargo (1996)","90","Comedy|Crime|Drama|Thriller","based on a true story, dark comedy, KIDNAPPING, Steve Buscemi, Coen Brothers"
"Freeway (1996)","90","Comedy|Crime|Drama|Thriller",NULL
"Hamlet (1996)","90","Crime|Drama|Romance","Shakespeare"
"Jane Eyre (1996)","90","Drama|Romance",NULL
"Leaving Las Vegas (1995)","90","Drama|Romance","alcoholism"
"Mighty Aphrodite (1995)","90","Comedy|Drama|Romance","adoption, prostitution"
"Nixon (1995)","90","Drama","politics, president"
"Pompatus of Love, The (1996)","90","Comedy|Drama",NULL
"Postman, The (Postino, Il) (1994)","90","Comedy|Drama|Romance","writing"
"Secrets & Lies (1996)","90","Drama","In Netflix queue"
"Sense and Sensibility (1995)","90","Drama|Romance","Jane Austen"
"Shine (1996)","90","Drama|Romance","music"
"Sling Blade (1996)","90","Drama","ex-con"
"Star Wars: Episode IV - A New Hope (1977)","90","Action|Adventure|Sci-Fi","classic, space action, action, sci-fi, EPIC, great soundtrack, classic sci-fi, engrossing adventure, EPIC, classic, Nerd, classic sci-fi, space action, space epic, oldie but goodie, sci-fi, Star Wars, ROBOTS AND ANDROIDS, space, classic sci-fi, sci-fi, space adventure, Star Wars, darth vader, luke skywalker, space opera"
"Very Brady Sequel, A (1996)","90","Comedy","based on a TV show"
"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)","91","Adventure|Comedy|Sci-Fi",NULL
"Akira (1988)","91","Action|Adventure|Animation|Sci-Fi","animation, anime, visually stunning"
"Alien (1979)","91","Horror|Sci-Fi","aliens"
"Aliens (1986)","91","Action|Adventure|Horror|Sci-Fi","action, aliens, horror, sci-fi, space, space craft, SPACE TRAVEL, suspense, space"
"Army of Darkness (1993)","91","Action|Adventure|Comedy|Fantasy|Horror",NULL
"Batman (1989)","91","Action|Crime|Thriller","superhero"
"Big Trouble in Little China (1986)","91","Action|Adventure|Comedy|Fantasy",NULL
"Blade Runner (1982)","91","Action|Sci-Fi|Thriller","sci-fi, robots, androids, artificial intelligence, atmospheric, cyberpunk, future, mindfuck, Philip K. Dick, atmospheric, dreamlike, existentialism, philosophical"
"Blues Brothers, The (1980)","91","Action|Comedy|Musical","Saturday Night Live"
"Clockwork Orange, A (1971)","91","Crime|Drama|Sci-Fi|Thriller","brainwashing"
"Creature Comforts (1989)","91","Animation|Comedy","aardman"
"Crow, The (1994)","91","Action|Crime|Fantasy|Thriller",NULL
"Dawn of the Dead (1978)","91","Action|Drama|Horror",NULL
"Dawn of the Dead (2004)","91","Action|Drama|Horror|Thriller",NULL
"Desperado (1995)","91","Action|Romance|Western",NULL
"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)","91","Comedy|War","dark comedy, Atomic bomb, black comedy, dark comedy, satire, purity of essence, Slim Pickens, black comedy, dark comedy, Quirky"
"Escape from New York (1981)","91","Action|Adventure|Sci-Fi|Thriller",NULL
"Ginger Snaps (2000)","91","Drama|Horror|Thriller","werewolf"
"Godfather, The (1972)","91","Crime|Drama","Mafia"
"Heat (1995)","91","Action|Crime|Thriller",NULL
"Iron Giant, The (1999)","91","Adventure|Animation|Children|Drama|Sci-Fi","robots, animation"
"Jaws (1975)","91","Action|Horror","Shark"
"Matrix, The (1999)","91","Action|Sci-Fi|Thriller","martial arts, sci-fi, alternate universe, philosophy, post apocalyptic"
"Monty Python and the Holy Grail (1975)","91","Adventure|Comedy|Fantasy","british comedy, Monty Python, England, King Arthur"
"Nightmare Before Christmas, The (1993)","91","Animation|Children|Fantasy|Musical","Christmas, Halloween"
"Ninja Scroll (Jûbei ninpûchô) (1995)","91","Action|Adventure|Animation|Fantasy",NULL
"Phantasm II (1988)","91","Action|Fantasy|Horror|Sci-Fi|Thriller",NULL
"Pi (1998)","91","Drama|Sci-Fi|Thriller","hallucinatory, mental illness, mindfuck, paranoid, mathematics, artsy, atmospheric, cerebral, enigmatic, existentialism, hallucinatory, insanity, paranoia, paranoid, surreal, tense, visually appealing"
"Pirates of the Caribbean: The Curse of the Black Pearl (2003)","91","Action|Adventure|Comedy|Fantasy","swashbuckler"
"Pitch Black (2000)","91","Horror|Sci-Fi|Thriller",NULL
"Princess Bride, The (1987)","91","Action|Adventure|Comedy|Fantasy|Romance","Inigo Montoya, six-fingered man"
"Psycho (1960)","91","Crime|Horror","Alfred Hitchcock, psychology, suspenseful, tense, Norman Bates, Alfred Hitchcock, black and white, imdb top 250, remade"
"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)","91","Action|Adventure","adventure, archaeology, indiana jones, Steven Spielberg, treasure hunt, archaeology, ark of the covenant, indiana jones"
"Road Warrior, The (Mad Max 2) (1981)","91","Action|Adventure|Sci-Fi|Thriller",NULL
"Rocky (1976)","91","Drama","boxing, sports"
"Shaun of the Dead (2004)","91","Comedy|Horror","zombies"
"Shrek (2001)","91","Adventure|Animation|Children|Comedy|Fantasy|Romance","fairy tales"
"Sleepy Hollow (1999)","91","Fantasy|Horror|Mystery|Romance","Ichabod Crane"
"Spider-Man (2002)","91","Action|Adventure|Sci-Fi|Thriller","superhero"
"Spider-Man 2 (2004)","91","Action|Adventure|Sci-Fi|IMAX","Doc Ock"
"Thing, The (1982)","91","Action|Horror|Sci-Fi|Thriller",NULL
"Tremors (1990)","91","Comedy|Horror|Sci-Fi",NULL
"UHF (1989)","91","Comedy","television"
"10 Things I Hate About You (1999)","92","Comedy|Romance","Shakespeare sort of"
"Matilda (1996)","92","Children|Comedy|Fantasy",NULL
"Muppet Treasure Island (1996)","92","Adventure|Children|Comedy|Musical","muppets"
"Apollo 13 (1995)","93","Adventure|Drama|IMAX","moon, NASA, space"
"Armageddon (1998)","93","Action|Romance|Sci-Fi|Thriller","space"
"As Good as It Gets (1997)","93","Comedy|Drama|Romance",NULL
"Babe (1995)","93","Children|Drama","Animal movie, pigs, villain nonexistent or not needed for good story"
"Braveheart (1995)","93","Action|Drama|War","beautiful scenery, epic, historical, inspirational, Medieval, mel gibson, Oscar (Best Cinematography), revenge, sword fight, Scotland"
"Cliffhanger (1993)","93","Action|Adventure|Thriller",NULL
"Dances with Wolves (1990)","93","Adventure|Drama|Western","American Indians, Native Americans"
"E.T. the Extra-Terrestrial (1982)","93","Children|Drama|Sci-Fi","aliens"
"Excalibur (1981)","93","Adventure|Fantasy","England, King Arthur"
"Few Good Men, A (1992)","93","Crime|Drama|Thriller","court, military"
"Forrest Gump (1994)","93","Comedy|Drama|Romance|War","shrimp, Vietnam, bubba gump shrimp, lieutenant dan, stupid is as stupid does, bittersweet, emotional, heartwarming, touching"
"Good Will Hunting (1997)","93","Drama|Romance","inspirational, heartwarming, inspirational"
"Groundhog Day (1993)","93","Comedy|Fantasy|Romance",NULL
"Jumanji (1995)","93","Adventure|Children|Fantasy","fantasy, magic board game, Robin Williams, game"
"Jurassic Park (1993)","93","Action|Adventure|Sci-Fi|Thriller","Dinosaur"
"Mask, The (1994)","93","Action|Comedy|Crime|Fantasy",NULL
"Men in Black (a.k.a. MIB) (1997)","93","Action|Comedy|Sci-Fi","aliens"
"NeverEnding Story, The (1984)","93","Adventure|Children|Fantasy",NULL
"Patch Adams (1998)","93","Comedy|Drama","doctors, bad"
"Saving Private Ryan (1998)","93","Action|Drama|War","World War II"
"Schindler's List (1993)","93","Drama|War","moving, thought-provoking, Holocaust, based on a true story, biography, disturbing, holocaust"
"Silence of the Lambs, The (1991)","93","Crime|Horror|Thriller","Hannibal Lector, disturbing, drama, gothic, psychology, suspense"
"Star Trek VI: The Undiscovered Country (1991)","93","Action|Mystery|Sci-Fi","Klingons"
"Star Trek: First Contact (1996)","93","Action|Adventure|Sci-Fi|Thriller","Borg"
"Star Trek: Generations (1994)","93","Adventure|Drama|Sci-Fi","Enterprise"
"Star Wars: Episode I - The Phantom Menace (1999)","93","Action|Adventure|Sci-Fi","prequel, the Force"
"Star Wars: Episode IV - A New Hope (1977)","93","Action|Adventure|Sci-Fi","classic, space action, action, sci-fi, EPIC, great soundtrack, classic sci-fi, engrossing adventure, EPIC, classic, Nerd, classic sci-fi, space action, space epic, oldie but goodie, sci-fi, Star Wars, ROBOTS AND ANDROIDS, space, classic sci-fi, sci-fi, space adventure, Star Wars, darth vader, luke skywalker, space opera"
"Stargate (1994)","93","Action|Adventure|Sci-Fi","time travel"
"There's Something About Mary (1998)","93","Comedy|Romance","Ben Stiller, Ben Stiller, crude humor, goofy"
"Three Musketeers, The (1993)","93","Action|Adventure|Comedy|Romance","knights"
"Titanic (1997)","93","Drama|Romance","shipwreck, romance"
"Total Recall (1990)","93","Action|Adventure|Sci-Fi|Thriller",NULL
"Tron (1982)","93","Action|Adventure|Sci-Fi",NULL
"True Lies (1994)","93","Action|Adventure|Comedy|Romance|Thriller","spies"
"Willow (1988)","93","Action|Adventure|Fantasy",NULL
"Braveheart (1995)","94","Action|Drama|War","beautiful scenery, epic, historical, inspirational, Medieval, mel gibson, Oscar (Best Cinematography), revenge, sword fight, Scotland"
"Shawshank Redemption, The (1994)","94","Crime|Drama","prison, Stephen King, wrongful imprisonment, Morgan Freeman"
"Twelve Monkeys (a.k.a. 12 Monkeys) (1995)","94","Mystery|Sci-Fi|Thriller","time travel, time travel, Brad Pitt, Bruce Willis, mindfuck, Post apocalyptic, post-apocalyptic, remake, time travel, twist ending"
"2001: A Space Odyssey (1968)","95","Adventure|Drama|Sci-Fi","Hal, space, aliens, apes, Arthur C. Clarke, artificial intelligence, atmospheric, cinematography, classic, computer, confusing ending, cult film, Dull, future, futuristic, imdb top 250, masterpiece, meditative, music, mystery, Oscar (Best Effects - Visual Effects), overrated, philosophical, relaxing, revolutionary, robots, sci-fi, setting:space/space ship, slow, slow paced, soundtrack, space, space travel, spacecraft, Stanley Kubrick, superb soundtrack, surreal, technology, tedious, visual, visually appealing"
"Adaptation (2002)","95","Comedy|Drama|Romance",NULL
"Akira (1988)","95","Action|Adventure|Animation|Sci-Fi","animation, anime, visually stunning"
"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)","95","Comedy|Romance","whimsical"
"Amores Perros (Love's a Bitch) (2000)","95","Drama|Thriller",NULL
"Apocalypse Now (1979)","95","Action|Drama|War","Vietnam"
"Back to the Future (1985)","95","Adventure|Comedy|Sci-Fi","time travel"
"Blade Runner (1982)","95","Action|Sci-Fi|Thriller","sci-fi, robots, androids, artificial intelligence, atmospheric, cyberpunk, future, mindfuck, Philip K. Dick, atmospheric, dreamlike, existentialism, philosophical"
"Bourne Identity, The (2002)","95","Action|Mystery|Thriller",NULL
"Christmas Story, A (1983)","95","Children|Comedy","Christmas"
"City of God (Cidade de Deus) (2002)","95","Action|Adventure|Crime|Drama|Thriller","multiple storylines, true story, crime, photography, violence, not seen"
"City of Lost Children, The (Cité des enfants perdus, La) (1995)","95","Adventure|Drama|Fantasy|Mystery|Sci-Fi","kidnapping"
"Clockwork Orange, A (1971)","95","Crime|Drama|Sci-Fi|Thriller","brainwashing"
"Crumb (1994)","95","Documentary","In Netflix queue"
"Delicatessen (1991)","95","Comedy|Drama|Romance",NULL
"Die Hard (1988)","95","Action|Crime|Thriller",NULL
"Drugstore Cowboy (1989)","95","Crime|Drama",NULL
"Eternal Sunshine of the Spotless Mind (2004)","95","Drama|Romance|Sci-Fi","alternate reality, memory, thought-provoking, jim carrey, memory, cult film, imagination, Jim Carrey, love, surreal, arthouse, artistic, atmospheric, beautiful, bittersweet, colourful, comedy, dreamlike, emotional, feel-good, happpiness, humane, insightful, intelligent, lovely, melancholy, mind-bending, philosophy, quirky, quirky romantic, romantic, surreal, surrealism, thought-provoking"
"Fifth Element, The (1997)","95","Action|Adventure|Comedy|Sci-Fi",NULL
"Gattaca (1997)","95","Drama|Sci-Fi|Thriller","future, intelligent, thought-provoking"
"Ghost in the Shell (Kôkaku kidôtai) (1995)","95","Animation|Sci-Fi",NULL
"Godfather: Part II, The (1974)","95","Crime|Drama","Al Pacino, Mafia, Mafia"
"Harder They Come, The (1973)","95","Action|Crime|Drama",NULL
"Labyrinth (1986)","95","Adventure|Fantasy|Musical",NULL
"Leaving Las Vegas (1995)","95","Drama|Romance","alcoholism"
"Mad Max (1979)","95","Action|Adventure|Sci-Fi",NULL
"Matrix, The (1999)","95","Action|Sci-Fi|Thriller","martial arts, sci-fi, alternate universe, philosophy, post apocalyptic"
"Metropolis (2001)","95","Animation|Sci-Fi",NULL
"Raging Bull (1980)","95","Drama","boxing"
"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)","95","Action|Adventure","adventure, archaeology, indiana jones, Steven Spielberg, treasure hunt, archaeology, ark of the covenant, indiana jones"
"Reservoir Dogs (1992)","95","Crime|Mystery|Thriller","ensemble cast, nonlinear, Quentin Tarantino, stylized, heist, violence, humorous, neo-noir, Quentin Tarantino, religion, Tarantino"
"Road Warrior, The (Mad Max 2) (1981)","95","Action|Adventure|Sci-Fi|Thriller",NULL
"Saving Private Ryan (1998)","95","Action|Drama|War","World War II"
"Scarface (1983)","95","Action|Crime|Drama","Al Pacino"
"Star Wars: Episode IV - A New Hope (1977)","95","Action|Adventure|Sci-Fi","classic, space action, action, sci-fi, EPIC, great soundtrack, classic sci-fi, engrossing adventure, EPIC, classic, Nerd, classic sci-fi, space action, space epic, oldie but goodie, sci-fi, Star Wars, ROBOTS AND ANDROIDS, space, classic sci-fi, sci-fi, space adventure, Star Wars, darth vader, luke skywalker, space opera"
"Star Wars: Episode V - The Empire Strikes Back (1980)","95","Action|Adventure|Sci-Fi","I am your father, space, space opera, classic, George Lucas, Harrison Ford, music, original plot, sci-fi, sequel"
"Terminator, The (1984)","95","Action|Sci-Fi|Thriller","Action, artificial intelligence, robots, Sci-Fi, special effects, tense, time travel, robots"
"When Harry Met Sally... (1989)","95","Comedy|Romance","New York"
"Alien (1979)","96","Horror|Sci-Fi","aliens"
"Aliens (1986)","96","Action|Adventure|Horror|Sci-Fi","action, aliens, horror, sci-fi, space, space craft, SPACE TRAVEL, suspense, space"
"All the King's Men (1949)","96","Drama","Huey Long, In Netflix queue, Robert Penn Warren"
"American Beauty (1999)","96","Drama|Romance",NULL
"Antz (1998)","96","Adventure|Animation|Children|Comedy|Fantasy",NULL
"Apollo 13 (1995)","96","Adventure|Drama|IMAX","moon, NASA, space"
"Babe (1995)","96","Children|Drama","Animal movie, pigs, villain nonexistent or not needed for good story"
"Braveheart (1995)","96","Action|Drama|War","beautiful scenery, epic, historical, inspirational, Medieval, mel gibson, Oscar (Best Cinematography), revenge, sword fight, Scotland"
"Commitments, The (1991)","96","Comedy|Drama|Musical","In Netflix queue"
"Enemy of the State (1998)","96","Action|Thriller",NULL
"Fish Called Wanda, A (1988)","96","Comedy|Crime","fish"
"Galaxy Quest (1999)","96","Adventure|Comedy|Sci-Fi","spoof"
"Ghostbusters (a.k.a. Ghost Busters) (1984)","96","Action|Comedy|Sci-Fi","ghosts"
"Indiana Jones and the Temple of Doom (1984)","96","Action|Adventure|Fantasy","archaeology"
"Jurassic Park (1993)","96","Action|Adventure|Sci-Fi|Thriller","Dinosaur"
"L.A. Confidential (1997)","96","Crime|Film-Noir|Mystery|Thriller","Police"
"Madness of King George, The (1994)","96","Comedy|Drama","England, mental illness"
"Mask, The (1994)","96","Action|Comedy|Crime|Fantasy",NULL
"Negotiator, The (1998)","96","Action|Crime|Drama|Mystery|Thriller","police"
"Player, The (1992)","96","Comedy|Crime|Drama",NULL
"Pulp Fiction (1994)","96","Comedy|Crime|Drama|Thriller","good dialogue, great soundtrack, non-linear, cult film, drugs, Quentin Tarantino, Tarantino, hit men, 1990s, achronological, action, action packed, aggressive, amazing, amazing dialogues, anthology, assassin, atmospheric, AWESOME, bad ass, bad language, bad-ass, bible, biblical references, big boys with guns, big name actors, Black comedy, black humor, black humour, blood, blood splatters, bloody, bruce willis, brutality, casual violence, character development, characters, classic, classic movie, coke, comedy, conversation, cool, cool style, crime, crime scene scrubbing, cult, cult classic, cult film, dance, dancing, dark, dark comedy, dark humor, dialogue, different, diner, disjointed timeline, disturbing, drama, drug overdose, drugs, drugs & music, ensemble cast, entertaining, entirely dialogue, episodic, exciting, fast paced, fast-paced, film noir, film-noir, foul language, fun, funny, gangster, gangsters, genius, golden watch, good dialogue, good music, gore, great acting, great dialogue, great soundtrack, gritty, guns, Harvey Keitel, heroin, Highly quotable, hit men, hitman, homosexuality, humour, iconic, imdb top 250, innovative, intellectual, intelligent, intense, interesting, intertwining storylines, interwoven storylines, ironic, irony, John Travolta, killer-as-protagonist, los angeles, Mafia, masterpiece, meaningless violence, milkshake, mobster, mobsters, monologue, motherfucker, multiple stories, multiple storylines, neo-noir, noir, non-linear, non-linear timeline, nonlinear, nonlinear narrative, nonlinear storyline, nonlinear timeline, notable soundtrack, offensive, organised crime, organized crime, original, original plot, out of order, Palme d'Or, parody, philosophical, pop culture references, psychological, pulp, Quentin Tarantino, quirky, Quotable, r:disturbing violent content including rape, r:disturbing violent images, r:graphic sexuality, r:some violence, r:strong bloody violence, r:strong language, r:sustained strong stylized violence, r:violence, random, rape, retro, Roger Avary, royal with cheese, Samuel L. Jackson, sarcasm, satire, sexy, smart writing, sophisticated, soundtrack, splatter, Steve Buscemi, storytelling, stylish, stylized, suspense, Tarantino, thought-provoking, thriller, travolta, twist ending, Uma Thurman, unique, unpredictable, unusual, very funny, violence, violent, witty"
"Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981)","96","Action|Adventure","adventure, archaeology, indiana jones, Steven Spielberg, treasure hunt, archaeology, ark of the covenant, indiana jones"
"Reservoir Dogs (1992)","96","Crime|Mystery|Thriller","ensemble cast, nonlinear, Quentin Tarantino, stylized, heist, violence, humorous, neo-noir, Quentin Tarantino, religion, Tarantino"
"Room with a View, A (1986)","96","Drama|Romance","E. M. Forster"
"Schindler's List (1993)","96","Drama|War","moving, thought-provoking, Holocaust, based on a true story, biography, disturbing, holocaust"
"Speed (1994)","96","Action|Romance|Thriller","bus"
"Star Wars: Episode IV - A New Hope (1977)","96","Action|Adventure|Sci-Fi","classic, space action, action, sci-fi, EPIC, great soundtrack, classic sci-fi, engrossing adventure, EPIC, classic, Nerd, classic sci-fi, space action, space epic, oldie but goodie, sci-fi, Star Wars, ROBOTS AND ANDROIDS, space, classic sci-fi, sci-fi, space adventure, Star Wars, darth vader, luke skywalker, space opera"
"Star Wars: Episode VI - Return of the Jedi (1983)","96","Action|Adventure|Sci-Fi","darth vader, luke skywalker, space opera"
"Strictly Ballroom (1992)","96","Comedy|Romance","Australia, dance"
"Terminator 2: Judgment Day (1991)","96","Action|Sci-Fi","apocalypse, Arnold Schwarzenegger, nuclear war, sci-fi, Suspense, time travel, robots, Scifi masterpiece"
"Thelma & Louise (1991)","96","Adventure|Crime|Drama",NULL
"Toy Story (1995)","96","Adventure|Animation|Children|Comedy|Fantasy","pixar, pixar, fun"
"Usual Suspects, The (1995)","96","Crime|Mystery|Thriller","mindfuck, suspense, thriller, tricky, twist ending, heist"
"Cast Away (2000)","97","Drama",NULL
"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)","97","Action|Drama|Romance","china, martial arts"
"Godfather, The (1972)","97","Crime|Drama","Mafia"
"Lord of the Rings: The Fellowship of the Ring, The (2001)","97","Adventure|Fantasy","fantasy, high fantasy, Magic, mythology, tolkien, wizards, Tolkein"
"Matrix, The (1999)","97","Action|Sci-Fi|Thriller","martial arts, sci-fi, alternate universe, philosophy, post apocalyptic"
"Mexican, The (2001)","97","Action|Comedy",NULL
"Mission: Impossible II (2000)","97","Action|Adventure|Thriller",NULL
"Mummy Returns, The (2001)","97","Action|Adventure|Comedy|Thriller",NULL
"Ocean's Eleven (2001)","97","Crime|Thriller","heist"
"Saving Private Ryan (1998)","97","Action|Drama|War","World War II"
"Shrek (2001)","97","Adventure|Animation|Children|Comedy|Fantasy|Romance","fairy tales"
"Silence of the Lambs, The (1991)","97","Crime|Horror|Thriller","Hannibal Lector, disturbing, drama, gothic, psychology, suspense"
"Snatch (2000)","97","Comedy|Crime|Thriller",NULL
"Star Wars: Episode VI - Return of the Jedi (1983)","97","Action|Adventure|Sci-Fi","darth vader, luke skywalker, space opera"
"X-Men (2000)","97","Action|Adventure|Sci-Fi","action, comic book, hugh jackman, marvel, superhero, superhero"
"Arrival (2016)","98","Sci-Fi","beautiful visuals, Cerebral, cinematography, good cinematography, smart, thought-provoking, visually appealing"
"Avengers: Infinity War - Part I (2018)","98","Action|Adventure|Sci-Fi","comic book, Dr. Strange, Great villain, Guardians of the Galaxy, Marvel, MCU, Robert Downey Jr., Thanos, Thor, Visually stunning, Dark, emotional, Sad, Visually appealing, Visually stunning"
"Coco (2017)","98","Adventure|Animation|Children",NULL
"Crazy, Stupid, Love. (2011)","98","Comedy|Drama|Romance",NULL
"Dan in Real Life (2007)","98","Comedy|Drama|Romance",NULL
"Deadpool 2 (2018)","98","Action|Comedy|Sci-Fi","Josh Brolin, Ryan Reynolds, sarcasm"
"Die Hard (1988)","98","Action|Crime|Thriller",NULL
"Forrest Gump (1994)","98","Comedy|Drama|Romance|War","shrimp, Vietnam, bubba gump shrimp, lieutenant dan, stupid is as stupid does, bittersweet, emotional, heartwarming, touching"
"Get Smart (2008)","98","Action|Comedy","Anne Hathaway, Steve Carell"
"Incredibles, The (2004)","98","Action|Adventure|Animation|Children|Comedy","Disney, superhero, animation, Samuel L. Jackson"
"Interstellar (2014)","98","Sci-Fi|IMAX","black hole, sci-fi, time-travel, Christopher Nolan, sci-fi, time-travel, bad dialogue, philosophical issues, thought-provoking, visually appealing"
"King's Speech, The (2010)","98","Drama",NULL
"Little Miss Sunshine (2006)","98","Adventure|Comedy|Drama",NULL
"Megamind (2010)","98","Action|Animation|Children|Comedy|Sci-Fi|IMAX",NULL
"Others, The (2001)","98","Drama|Horror|Mystery|Thriller",NULL
"Princess Bride, The (1987)","98","Action|Adventure|Comedy|Fantasy|Romance","Inigo Montoya, six-fingered man"
"Psycho (1960)","98","Crime|Horror","Alfred Hitchcock, psychology, suspenseful, tense, Norman Bates, Alfred Hitchcock, black and white, imdb top 250, remade"
"Pursuit of Happyness, The (2006)","98","Drama",NULL
"Ratatouille (2007)","98","Animation|Children|Drama","a clever chef rat, inspirational, clever, inspirational"
"Rear Window (1954)","98","Mystery|Thriller","voyeurism, imdb top 250, James Stewart, mystery, photographer, photography"
"Shining, The (1980)","98","Horror","atmospheric, disturbing, Horror, jack nicholson, masterpiece, psychological, Stanley Kubrick, suspense, Stephen King"
"Shrek (2001)","98","Adventure|Animation|Children|Comedy|Fantasy|Romance","fairy tales"
"Shutter Island (2010)","98","Drama|Mystery|Thriller","insanity, Leonardo DiCaprio, Martin Scorsese, plot twist, psychological, Psychological Thriller, thought-provoking"
"Silver Linings Playbook (2012)","98","Comedy|Drama",NULL
"The Imitation Game (2014)","98","Drama|Thriller|War","inspirational, intelligent"
"Thor: Ragnarok (2017)","98","Action|Adventure|Sci-Fi","awesome, humor, quirky, unconventional, white guilt"
"Untitled Spider-Man Reboot (2017)","98","Action|Adventure|Fantasy",NULL
"Wallace & Gromit in The Curse of the Were-Rabbit (2005)","98","Adventure|Animation|Children|Comedy","06 Oscar Nominated Best Movie - Animation, Aardman"
"Ace Ventura: Pet Detective (1994)","99","Comedy",NULL
"Aladdin (1992)","99","Adventure|Animation|Children|Comedy|Musical","Disney"
"Apollo 13 (1995)","99","Adventure|Drama|IMAX","moon, NASA, space"
"Batman Forever (1995)","99","Action|Adventure|Comedy|Crime","superhero, superhero"
"Clear and Present Danger (1994)","99","Action|Crime|Drama|Thriller","Tom Clancy"
"Desperado (1995)","99","Action|Romance|Western",NULL
"Die Hard: With a Vengeance (1995)","99","Action|Crime|Thriller",NULL
"Disclosure (1994)","99","Drama|Thriller",NULL
"Dumb & Dumber (Dumb and Dumber) (1994)","99","Adventure|Comedy",NULL
"First Knight (1995)","99","Action|Drama|Romance",NULL
"French Kiss (1995)","99","Action|Comedy|Romance",NULL
"I.Q. (1994)","99","Comedy|Romance","Einstein"
"Just Cause (1995)","99","Mystery|Thriller","court"
"Léon: The Professional (a.k.a. The Professional) (Léon) (1994)","99","Action|Crime|Drama|Thriller","assassin, Jean Reno, hit men, Action, assassin, assassination, assassins, awkward romance, corruption, crime, disturbing, drama, French, friendship, Gary Oldman, great acting, Guns, hit men, hitman, humorous, imdb top 250, Jean Reno, Lolita theme, loneliness, love story, Luc Besson, Natalie Portman, organized crime, police, police corruption, quirky, sniper, tense, touching, unique"
"Nobody's Fool (1994)","99","Comedy|Drama|Romance",NULL
"Outbreak (1995)","99","Action|Drama|Sci-Fi|Thriller",NULL
